Architecture,Factor,Degree,GA,IA,GAcc,IAcc,FRR,FAR,EER
Arch B (1_to_lock_1_to_unlock),8,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),8,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),10,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),10,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),12,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),12,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),14,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),14,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),16,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),16,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),18,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),18,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),20,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),20,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),22,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),22,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),24,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),24,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),26,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),26,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),28,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),28,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),30,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),30,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),32,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),32,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),34,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),34,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_1_to_unlock),35,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch B (1_to_lock_rest_to_unlock),35,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),2,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),2,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),8,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),8,11,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,5,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,6,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,7,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,8,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,9,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_1_to_unlock),10,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
Arch C (1_to_lock_rest_to_unlock),10,10,47,4990,15,1603,68.08510638297872,32.12424849699399,50.10467743998636
